stock_code,product_description,product_category,avg_unit_price,min_unit_price,max_unit_price,transaction_line_count,completed_line_count
23198,PANTRY MAGNETIC  SHOPPING LIST,Retail Product,1.79,1.04,3.29,503,489
23199,JUMBO BAG APPLES,Retail Product,2.56,1.65,4.13,1009,988
23200,JUMBO BAG PEARS,Retail Product,2.42,0.0,4.13,609,602
23201,JUMBO BAG ALPHABET,Retail Product,2.38,1.65,4.95,930,916
23202,JUMBO BAG VINTAGE LEAF,Retail Product,2.29,0.0,4.13,896,889
23203,JUMBO BAG VINTAGE DOILY,Retail Product,2.27,0.0,4.95,1267,1249
23204,CHARLOTTE BAG APPLES DESIGN,Retail Product,1.12,0.72,2.46,594,586
23205,CHARLOTTE BAG VINTAGE ALPHABET,Retail Product,1.14,0.72,2.46,480,472
23206,LUNCH BAG APPLE DESIGN,Retail Product,2.05,1.45,8.33,1084,1071
23207,LUNCH BAG ALPHABET DESIGN,Retail Product,1.98,1.45,8.33,780,767
23208,LUNCH BAG VINTAGE LEAF DESIGN,Retail Product,1.93,1.45,8.33,692,688
23209,LUNCH BAG VINTAGE DOILY,Retail Product,1.82,0.0,4.13,1135,1123
23210,WHITE ROCKING HORSE HAND PAINTED,Retail Product,1.46,1.04,2.5,211,207
23211,RED ROCKING HORSE HAND PAINTED,Retail Product,1.56,1.04,2.5,165,164
23212,HEART WREATH DECORATION WITH BELL,Retail Product,1.49,1.04,2.5,198,195
23213,STAR WREATH DECORATION WITH BELL,Retail Product,1.48,1.04,2.46,157,156
23214,JINGLE BELL HEART ANTIQUE GOLD,Retail Product,2.38,1.79,4.13,109,109
23215,JINGLE BELL HEART ANTIQUE SILVER,Retail Product,2.26,1.79,4.13,217,216
23216,LAUREL HEART ANTIQUE GOLD,Retail Product,1.45,1.04,2.46,45,45
23217,LAUREL HEART ANTIQUE SILVER,Retail Product,1.54,1.04,2.5,99,99
23218,LAUREL STAR ANTIQUE GOLD,Retail Product,1.57,1.04,2.46,40,40
23219,LAUREL STAR ANTIQUE SILVER,Retail Product,1.53,1.04,2.5,64,64
23220,REINDEER HEART DECORATION GOLD,Retail Product,1.08,0.72,1.63,106,105
23221,REINDEER HEART DECORATION SILVER,Retail Product,1.07,0.72,1.63,154,150
23222,CHRISTMAS TREE HANGING GOLD,Retail Product,1.04,0.72,1.63,79,77
23223,CHRISTMAS TREE HANGING SILVER,Retail Product,1.08,0.72,1.63,92,91
23224,CHERUB HEART DECORATION GOLD,Retail Product,1.03,0.72,1.63,73,71
23225,CHERUB HEART DECORATION SILVER,Retail Product,1.08,0.72,1.63,93,89
23226,FILIGREE HEART DAISY WHITE,Retail Product,1.57,1.04,2.46,100,99
23227,FILIGREE HEART BUTTERFLY WHITE,Retail Product,1.57,1.04,2.46,119,117
23228,FILIGREE HEART BIRD WHITE,Retail Product,1.78,1.04,2.46,127,126
23229,VINTAGE DONKEY TAIL GAME,Retail Product,4.23,2.62,7.46,261,256
23230,WRAP ALPHABET DESIGN,Retail Product,0.42,0.34,0.42,239,236
23231,WRAP DOILEY DESIGN,Retail Product,0.42,0.34,0.42,260,260
23232,WRAP VINTAGE LEAF DESIGN,Retail Product,0.42,0.34,0.42,246,243
23233,WRAP POPPIES  DESIGN,Retail Product,0.42,0.34,0.42,160,159
23234,BISCUIT TIN VINTAGE CHRISTMAS,Retail Product,3.36,0.0,5.79,286,280
23235,STORAGE TIN VINTAGE LEAF,Retail Product,2.96,1.25,5.79,115,108
23236,STORAGE TIN VINTAGE DOILY,Retail Product,3.25,2.49,5.79,356,339
23237,SET OF 4 KNICK KNACK TINS LEAF,Retail Product,4.24,3.75,8.29,188,178
23238,SET OF 4 KNICK KNACK TINS LONDON,Retail Product,4.72,3.75,9.95,293,285
23239,SET OF 4 KNICK KNACK TINS POPPIES,Retail Product,4.37,1.65,8.29,195,186
23240,SET OF 4 KNICK KNACK TINS DOILY,Retail Product,4.43,3.75,8.29,567,550
23241,TREASURE TIN GYMKHANA DESIGN,Retail Product,2.47,1.85,4.13,379,374
23242,TREASURE TIN BUFFALO BILL,Retail Product,2.27,1.85,4.13,226,223
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,Retail Product,5.79,1.71,10.79,509,474
23244,ROUND STORAGE TIN VINTAGE LEAF,Retail Product,2.08,1.65,4.13,117,112
23245,SET OF 3 REGENCY CAKE TINS,Retail Product,5.84,4.15,10.79,919,882
23247,BISCUIT TIN 50'S CHRISTMAS,Retail Product,3.27,2.49,6.95,320,315
23249,VINTAGE RED ENAMEL TRIM PLATE,Retail Product,1.86,1.45,3.29,89,82
23250,VINTAGE RED TRIM ENAMEL BOWL,Retail Product,1.45,1.04,2.46,118,110
23251,VINTAGE RED ENAMEL TRIM MUG,Retail Product,1.4,1.04,2.46,126,121
23252,VINTAGE RED ENAMEL TRIM JUG,Retail Product,4.02,3.29,7.46,148,141
23253,16 PIECE CUTLERY SET PANTRY DESIGN,Retail Product,17.12,12.5,33.29,72,70
23254,CHILDRENS CUTLERY DOLLY GIRL,Retail Product,4.26,3.75,8.29,315,307
23255,CHILDRENS CUTLERY CIRCUS PARADE,Retail Product,4.34,3.75,8.29,162,159
23256,CHILDRENS CUTLERY SPACEBOY,Retail Product,4.45,3.75,8.29,382,374
23263,SET OF 3 WOODEN HEART DECORATIONS,Retail Product,1.44,1.04,2.5,492,487
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,Retail Product,1.49,1.04,2.5,318,317
23265,SET OF 3 WOODEN TREE DECORATIONS,Retail Product,1.47,1.04,2.5,319,317
23266,SET OF 3 WOODEN STOCKING DECORATION,Retail Product,1.45,1.04,2.5,343,342
23267,SET OF 4 SANTA PLACE SETTINGS,Retail Product,1.41,1.04,2.46,112,111
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,Retail Product,1.58,0.0,2.92,97,90
23269,SET OF 2 CERAMIC CHRISTMAS TREES,Retail Product,1.69,0.0,2.92,98,97
23270,SET OF 2 CERAMIC PAINTED HEARTS,Retail Product,1.48,0.0,2.92,135,132
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,Retail Product,1.05,0.69,1.63,107,107
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,Retail Product,1.92,0.39,3.29,44,44
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,Retail Product,1.87,1.45,3.29,117,113
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,Retail Product,2.0,1.45,3.29,126,123
23275,SET OF 3 HANGING OWLS OLLIE BEAK,Retail Product,1.47,1.04,2.46,345,341
23280,FOLDING BUTTERFLY MIRROR HOT PINK,Retail Product,1.06,0.72,2.46,160,159
23281,FOLDING BUTTERFLY MIRROR RED,Retail Product,0.98,0.72,2.46,104,104
23282,FOLDING BUTTERFLY MIRROR IVORY,Retail Product,1.26,0.72,2.46,137,137
23283,DOORMAT VINTAGE LEAF,Retail Product,8.62,0.0,15.79,236,233
23284,DOORMAT KEEP CALM AND COME IN,Retail Product,8.72,0.0,16.63,746,735
23285,PINK VINTAGE SPOT BEAKER,Retail Product,1.07,0.72,1.63,193,192
23286,BLUE VINTAGE SPOT BEAKER,Retail Product,1.03,0.72,1.63,225,222
23287,RED VINTAGE SPOT BEAKER,Retail Product,1.03,0.72,1.63,204,202
23288,GREEN VINTAGE SPOT BEAKER,Retail Product,1.03,0.0,1.63,191,186
23289,DOLLY GIRL CHILDRENS BOWL,Retail Product,1.53,1.05,2.46,196,192
23290,SPACEBOY CHILDRENS BOWL,Retail Product,1.43,1.05,2.46,217,215
23291,DOLLY GIRL CHILDRENS CUP,Retail Product,1.52,1.05,2.46,200,197
23292,SPACEBOY CHILDRENS CUP,Retail Product,1.52,1.05,2.46,230,224
23293,SET OF 12 FAIRY CAKE BAKING CASES,Retail Product,1.06,0.72,2.46,567,562
23294,SET OF 6 SNACK LOAF BAKING CASES,Retail Product,1.08,0.72,2.46,369,365
23295,SET OF 12 MINI LOAF BAKING CASES,Retail Product,1.11,0.72,2.46,460,455
23296,SET OF 6 TEA TIME BAKING CASES,Retail Product,1.52,1.04,3.29,389,383
23297,SET 40 HEART SHAPE PETIT FOUR CASES,Retail Product,1.83,1.45,3.29,167,163
23298,SPOTTY BUNTING,Retail Product,5.5,0.0,10.79,1179,1165
23299,FOOD COVER WITH BEADS SET 2,Retail Product,4.35,3.39,7.46,150,148
23300,GARDENERS KNEELING PAD CUP OF TEA,Retail Product,1.9,1.18,3.95,780,773
23301,GARDENERS KNEELING PAD KEEP CALM,Retail Product,1.94,1.18,4.13,937,926
23302,KNEELING MAT HOUSEWORK  DESIGN,Retail Product,1.88,0.79,3.29,241,236
23303,SET 4 PICNIC CUTLERY FONDANT,Retail Product,1.95,1.95,1.95,6,6
23304,SET 4 PICNIC CUTLERY CHERRY,Retail Product,1.95,1.95,1.95,9,9
23305,SET 4 PICNIC CUTLERY BLUEBERRY,Retail Product,1.95,1.95,1.95,9,9
23306,SET OF 36 DOILIES PANTRY DESIGN,Retail Product,1.78,0.0,2.92,285,279
23307,SET OF 60 PANTRY DESIGN CAKE CASES,Retail Product,0.68,0.42,1.25,659,654
23308,SET OF 60 VINTAGE LEAF CAKE CASES,Retail Product,0.69,0.42,1.25,394,394
23309,SET OF 60 I LOVE LONDON CAKE CASES,Retail Product,0.74,0.42,1.5,435,430
23310,BUBBLEGUM RING ASSORTED,Retail Product,0.48,0.36,0.83,246,246
23311,VINTAGE CHRISTMAS STOCKING,Retail Product,2.96,2.1,5.95,351,347
23312,VINTAGE CHRISTMAS GIFT SACK,Retail Product,4.45,3.75,9.95,220,219
23313,VINTAGE CHRISTMAS BUNTING,Retail Product,5.54,4.15,12.95,415,413
23314,VINTAGE CHRISTMAS TABLECLOTH,Retail Product,13.58,10.39,24.96,121,119
23315,IVORY REFECTORY CLOCK,Retail Product,10.75,8.15,19.96,87,86
23316,RED REFECTORY CLOCK,Retail Product,11.09,8.15,19.96,112,111
23317,BLUE REFECTORY CLOCK,Retail Product,11.21,8.15,19.96,83,83
23318,BOX OF 6 MINI VINTAGE CRACKERS,Retail Product,2.73,2.08,5.95,391,384
23319,BOX OF 6 MINI 50'S CRACKERS,Retail Product,2.64,2.08,5.95,425,419
23320,GIANT 50'S CHRISTMAS CRACKER,Retail Product,2.8,1.25,5.79,346,344
23321,SMALL WHITE HEART OF WICKER,Retail Product,1.75,1.11,3.95,657,653
23322,LARGE WHITE HEART OF WICKER,Retail Product,3.12,0.0,5.83,594,583
23323,WHITE WICKER STAR,Retail Product,2.25,1.85,4.13,309,306
23324,RUSTIC STRAWBERRY JAM POT LARGE,Retail Product,2.2,1.85,4.13,46,44
23325,RUSTIC STRAWBERRY JAM POT SMALL,Retail Product,1.8,1.45,3.29,38,35
23326,HANGING MINI COLOURED BOTTLES,Retail Product,2.61,0.52,8.29,77,77
23327,HANGING CLEAR MINI BOTTLE,Retail Product,0.78,0.55,1.63,44,42
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,Retail Product,4.82,3.39,7.46,418,413
23329,DECORATIVE WICKER HEART LARGE,Retail Product,1.76,1.45,3.95,262,261
23330,DECORATIVE WICKER HEART MEDIUM,Retail Product,1.36,1.04,2.46,232,231
23331,DECORATIVE WICKER HEART SMALL,Retail Product,0.78,0.55,1.25,114,114
23332,IVORY WICKER HEART LARGE,Retail Product,1.76,1.45,3.95,302,301
23333,IVORY WICKER HEART MEDIUM,Retail Product,1.33,1.04,2.46,250,249
23334,IVORY WICKER HEART SMALL,Retail Product,0.79,0.55,1.25,136,136
23335,EGG FRYING PAN IVORY,Retail Product,2.32,1.85,4.13,100,98
23336,EGG FRYING PAN PINK,Retail Product,2.6,2.08,4.13,87,87
23337,EGG FRYING PAN MINT,Retail Product,2.29,2.08,4.13,69,69
23338,EGG FRYING PAN RED,Retail Product,2.34,1.85,4.13,110,109
23339,EGG FRYING PAN BLUE,Retail Product,2.51,2.08,4.13,77,77
23340,VINTAGE CHRISTMAS CAKE FRILL,Retail Product,1.96,1.45,3.29,153,153
23341,PINK DINER WALL CLOCK,Retail Product,9.93,7.65,16.63,122,122
23342,MINT DINER WALL CLOCK,Retail Product,8.83,7.65,16.63,166,165
23343,JUMBO BAG VINTAGE CHRISTMAS,Retail Product,2.39,0.0,4.95,501,489
23344,JUMBO BAG 50'S CHRISTMAS,Retail Product,2.41,1.75,4.95,739,732
23345,DOLLY GIRL BEAKER,Retail Product,1.5,1.08,2.46,181,179
23346,SPACEBOY BEAKER,Retail Product,1.51,1.08,2.46,189,188
23347,I LOVE LONDON BEAKER,Retail Product,1.55,1.08,2.46,101,98
23348,CHILDRENS TOY COOKING UTENSIL SET,Retail Product,2.45,0.0,4.13,188,173
23349,ROLL WRAP VINTAGE CHRISTMAS,Retail Product,1.54,1.04,2.46,350,348
23350,ROLL WRAP VINTAGE SPOT,Retail Product,1.46,1.04,2.46,316,314
23351,ROLL WRAP 50'S CHRISTMAS,Retail Product,1.51,1.04,2.95,364,361
23352,ROLL WRAP 50'S RED CHRISTMAS,Retail Product,1.51,1.04,2.95,216,215
23353,6 GIFT TAGS VINTAGE CHRISTMAS,Retail Product,1.0,0.72,1.63,337,335
23354,6 GIFT TAGS 50'S CHRISTMAS,Retail Product,0.97,0.72,1.95,335,332
23355,HOT WATER BOTTLE KEEP CALM,Retail Product,5.26,4.15,12.96,813,805
23356,LOVE HOT WATER BOTTLE,Retail Product,6.2,4.95,12.46,502,500
23357,HOT WATER BOTTLE SEX BOMB,Retail Product,4.97,1.65,12.46,105,105
23358,HOT STUFF HOT WATER BOTTLE,Retail Product,4.18,1.25,8.29,92,90
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,Retail Product,1.99,1.65,4.13,80,80
23360,SET 8 CANDLES VINTAGE DOILY,Retail Product,2.06,1.65,4.95,119,119
23365,SET 12 COLOUR PENCILS LOVE LONDON,Retail Product,0.79,0.55,1.5,175,175
23366,SET 12 COLOURING PENCILS DOILY,Retail Product,0.81,0.55,1.5,199,199
23367,SET 12 COLOUR PENCILS SPACEBOY,Retail Product,0.75,0.55,1.5,290,289
23368,SET 12 COLOUR PENCILS DOLLY GIRL,Retail Product,0.78,0.55,1.25,241,239
23369,SET 36 COLOUR PENCILS LOVE LONDON,Retail Product,1.5,1.06,2.95,129,129
23370,SET 36 COLOURING PENCILS DOILY,Retail Product,1.53,1.06,2.95,159,158
23371,SET 36 COLOUR PENCILS SPACEBOY,Retail Product,1.51,1.06,2.95,192,192
23372,SET 36 COLOUR PENCILS DOLLY GIRL,Retail Product,1.61,1.06,2.46,154,153
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,Retail Product,0.91,0.72,1.63,100,100
23374,RED SPOT PAPER GIFT BAG,Retail Product,0.87,0.72,1.63,134,131
23375,50'S CHRISTMAS PAPER GIFT BAG,Retail Product,0.93,0.72,1.63,105,104
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Retail Product,0.51,0.32,1.0,161,160
23377,PACK OF 12 DOLLY GIRL TISSUES,Retail Product,0.56,0.39,0.83,138,137
23378,PACK OF 12 50'S CHRISTMAS TISSUES,Retail Product,0.46,0.32,1.0,188,188
23379,PACK OF 12 RED APPLE TISSUES,Retail Product,0.54,0.32,0.83,77,77
23380,PACK OF 12 VINTAGE DOILY TISSUES,Retail Product,0.48,0.32,1.0,125,123
23381,PACK OF 12 VINTAGE LEAF TISSUES,Retail Product,0.47,0.32,0.83,83,83
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,Retail Product,4.65,3.29,7.46,224,221
23388,WOODLAND MINI BACKPACK,Retail Product,4.63,3.75,9.95,157,157
23389,SPACEBOY MINI BACKPACK,Retail Product,4.52,3.75,9.95,245,244
23390,DOLLY GIRL MINI BACKPACK,Retail Product,4.38,3.75,8.29,171,170
23391,I LOVE LONDON MINI BACKPACK,Retail Product,4.61,3.75,8.29,89,89
23392,SPACEBOY ROCKET LOLLY MAKERS,Retail Product,2.68,1.79,4.13,119,118
23393,HOME SWEET HOME CUSHION COVER,Retail Product,4.45,3.75,10.79,242,236
23394,POSTE FRANCE CUSHION COVER,Retail Product,4.93,3.75,10.79,155,155
23395,BELLE JARDINIERE CUSHION COVER,Retail Product,4.82,0.0,10.79,226,220
23396,LE JARDIN BOTANIQUE CUSHION COVER,Retail Product,4.76,3.29,10.79,209,208
23397,FOOT STOOL HOME SWEET HOME,Retail Product,11.49,0.0,19.96,223,217
23398,HANGING HEART BONHEUR,Retail Product,1.04,0.72,2.08,79,78
23399,HOME SWEET HOME HANGING HEART,Retail Product,1.1,0.72,2.08,240,240
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,Retail Product,6.73,0.0,12.46,111,108
23401,RUSTIC MIRROR WITH LACE HEART,Retail Product,7.06,4.15,12.46,86,83
23402,HOME SWEET HOME 3 PEG HANGER,Retail Product,4.44,3.29,7.46,69,69
23403,LETTER HOLDER HOME SWEET HOME,Retail Product,4.36,2.48,7.46,139,136
23404,HOME SWEET HOME BLACKBOARD,Retail Product,5.91,0.0,10.79,184,169
23405,HOME SWEET HOME 2 DRAWER CABINET,Retail Product,5.94,4.15,10.79,74,73
23406,HOME SWEET HOME KEY HOLDER,Retail Product,6.97,0.0,12.46,116,112
23407,SET OF 2 TRAYS HOME SWEET HOME,Retail Product,10.58,0.0,16.63,139,134
23408,PHOTO FRAME LINEN AND LACE SMALL,Retail Product,2.08,2.08,2.08,62,59
23409,PHOTO FRAME LINEN AND LACE LARGE,Retail Product,3.81,3.29,7.46,45,43
23410,CURIO CABINET LINEN AND LACE,Retail Product,8.03,7.05,8.15,19,18
23411,TRELLIS COAT RACK,Retail Product,5.83,4.15,10.79,58,57
23412,HEART MIRROR ANTIQUE WHITE,Retail Product,7.44,0.0,15.79,81,77
23413,VINTAGE COFFEE GRINDER BOX,Retail Product,6.24,4.15,10.79,61,60
23414,ZINC BOX SIGN HOME,Retail Product,10.07,8.49,20.79,65,64
23415,HOME SWEET HOME HOOK,Retail Product,1.46,0.39,3.29,48,47
23416,CHAMBRE HOOK,Retail Product,1.76,0.39,3.29,25,25
23417,BATHROOM HOOK,Retail Product,1.6,0.39,3.29,28,28
23418,LAVENDER TOILETTE BOTTLE,Retail Product,2.56,1.79,4.13,80,80
23419,HOME SWEET HOME BOTTLE,Retail Product,2.66,1.79,4.13,88,87
23420,PANTRY HOOK TEA STRAINER,Retail Product,2.33,2.08,4.13,33,33
23421,PANTRY HOOK SPATULA,Retail Product,2.5,2.08,4.13,34,34
23422,PANTRY HOOK BALLOON WHISK,Retail Product,2.78,2.08,4.13,47,47
23423,PANTRY 3 HOOK ROLLING PIN HANGER,Retail Product,4.5,3.75,7.46,69,66
23424,GINGHAM RECIPE BOOK BOX,Retail Product,6.17,4.15,10.79,137,136
23425,STORAGE TIN HOME SWEET HOME,Retail Product,3.07,0.79,4.96,59,56
23426,METAL SIGN DROP YOUR PANTS,Retail Product,3.33,1.6,5.79,211,210
23427,STOOL HOME SWEET HOME,Retail Product,12.83,0.0,24.96,119,116
23428,IVORY RETRO KITCHEN WALL CLOCK,Retail Product,9.86,7.05,16.63,34,33
23429,RED RETRO KITCHEN WALL CLOCK,Retail Product,8.89,8.15,16.63,23,23
23430,BLUE RETRO KITCHEN WALL CLOCK,Retail Product,8.62,8.15,16.63,18,18
23431,NATURAL HANGING QUILTED HEARTS,Retail Product,1.32,0.72,10.79,80,77
23432,PRETTY HANGING QUILTED HEARTS,Retail Product,1.35,0.72,10.79,76,76
23433,HANGING QUILTED PATCHWORK APPLES,Retail Product,1.48,0.72,10.79,92,89
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,Retail Product,0.88,0.79,2.08,202,201
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,Retail Product,0.9,0.79,4.13,100,100
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,Retail Product,1.44,1.04,2.46,116,114
23437,50'S CHRISTMAS GIFT BAG LARGE,Retail Product,1.42,1.04,2.46,132,131
23438,RED SPOT GIFT BAG LARGE,Retail Product,1.37,1.04,2.46,111,111
23439,HAND WARMER RED LOVE HEART,Retail Product,2.22,1.85,4.95,425,425
23440,PAINT YOUR OWN EGGS IN CRATE,Retail Product,2.02,1.79,2.08,5,5
23441,HAND PAINTED HANGING EASTER EGG,Retail Product,0.42,0.42,0.42,3,3
23442,12 HANGING EGGS HAND PAINTED,Retail Product,2.08,2.08,2.08,10,10
23444,Next Day Carriage,Retail Product,15.0,0.0,30.0,81,79
23445,ICE CREAM BUBBLES,Retail Product,0.87,0.72,1.63,104,103
23446,BLUE BUNNY EASTER EGG BASKET,Retail Product,1.58,1.45,1.65,3,3
23447,PINK BUNNY EASTER EGG BASKET,Retail Product,1.6,1.45,1.65,4,4
23448,CREAM BUNNY EASTER EGG BASKET,Retail Product,1.65,1.65,1.65,3,3
23449,SET OF 6 EASTER RAINBOW CHICKS,Retail Product,1.25,1.25,1.25,1,1
23451,SQUARE MINI PORTRAIT FRAME,Retail Product,2.27,1.65,4.13,54,54
23452,HEART MINI PORTRAIT FRAME,Retail Product,2.07,1.65,4.13,88,87
23453,OVAL  MINI PORTRAIT FRAME,Retail Product,1.99,1.65,4.13,51,51
23454,THREE MINI HANGING FRAMES,Retail Product,4.49,3.75,8.29,60,59
23455,SMALL PARLOUR PICTURE FRAME,Retail Product,2.87,2.49,2.89,36,36
23456,MEDIUM PARLOUR PICTURE FRAME,Retail Product,4.12,3.75,4.15,37,36
23457,LARGE PARLOUR PICTURE FRAME,Retail Product,5.1,4.5,10.79,32,32
23458,DOLLY CABINET 3 DRAWERS,Retail Product,14.95,14.95,14.95,34,30
23459,DOLLY CABINET 2 DRAWERS,Retail Product,12.5,12.5,12.5,21,19
23460,SWEETHEART WALL TIDY,Retail Product,9.91,7.84,9.95,47,43
23461,SWEETHEART BIRD HOUSE,Retail Product,4.52,3.3,8.29,108,107
23462,ROCOCO WALL MIRROR WHITE,Retail Product,20.14,0.0,41.63,59,46
23463,VINTAGE ZINC WATERING CAN,Retail Product,11.21,9.95,20.0,8,8
23464,VINTAGE ZINC WATERING CAN SMALL,Retail Product,6.21,4.95,10.0,8,8
23465,TUSCAN VILLA BIRD FEEDER,Retail Product,8.77,8.25,16.63,16,16
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,Retail Product,10.02,7.5,16.63,28,27
23467,VINTAGE ZINC PLANTER,Retail Product,4.37,3.29,6.25,11,11
23468,TUSCAN VILLA BIRD TABLE,Retail Product,8.25,8.25,8.25,11,11
23469,CARD HOLDER LOVE BIRD SMALL,Retail Product,4.63,3.29,8.29,74,72
23470,CARD HOLDER LOVE BIRD LARGE,Retail Product,6.74,5.39,12.46,92,84
23471,SIX DRAWER OFFICE TIDY,Retail Product,10.15,8.25,20.79,28,28
23472,NINE DRAWER OFFICE TIDY,Retail Product,16.06,12.5,29.13,34,34
23473,WOODLAND SMALL RED FELT HEART,Retail Product,0.95,0.72,1.63,52,52
23474,WOODLAND SMALL BLUE FELT HEART,Retail Product,1.04,0.83,1.63,38,38
23475,WOODLAND SMALL PINK FELT HEART,Retail Product,0.96,0.83,1.63,31,31
23476,WOODLAND LARGE RED FELT HEART,Retail Product,1.47,1.25,2.46,22,22
23477,WOODLAND LARGE BLUE FELT HEART,Retail Product,1.72,1.25,2.46,13,13
23478,WOODLAND LARGE PINK FELT HEART,Retail Product,1.51,1.04,2.46,13,13
23479,WIRE EGG BASKET,Retail Product,8.26,6.65,14.96,45,45
23480,MINI LIGHTS WOODLAND MUSHROOMS,Retail Product,4.39,0.0,7.46,223,220
23481,PEARLISED IVORY HEART SMALL,Retail Product,1.28,1.04,2.46,32,32
23482,PEARLISED IVORY HEART LARGE,Retail Product,1.77,1.45,3.29,39,39
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,Retail Product,2.32,1.04,15.79,80,76
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,Retail Product,3.67,2.49,5.79,36,36
23485,BOTANICAL GARDENS WALL CLOCK,Retail Product,24.55,20.5,49.96,96,83
23486,ANTIQUE HEART SHELF UNIT,Retail Product,17.67,13.35,33.29,80,74
23487,SWEET HEART CAKE CARRIER,Retail Product,10.32,8.25,20.79,50,44
23489,VINTAGE BELLS GARLAND,Retail Product,3.22,2.49,5.79,165,165
23490,T-LIGHT HOLDER HANGING LOVE BIRD,Retail Product,3.96,3.29,7.46,103,102
23491,VINTAGE JINGLE BELLS HEART,Retail Product,8.46,8.25,16.63,80,79
23492,VINTAGE JINGLE BELLS WREATH,Retail Product,8.55,8.25,16.63,28,28
23493,VINTAGE DOILY TRAVEL SEWING KIT,Retail Product,2.15,1.65,4.95,433,430
23494,VINTAGE DOILY DELUXE SEWING KIT,Retail Product,6.76,4.95,14.95,219,208
23495,SET OF 3 PANTRY WOODEN SPOONS,Retail Product,1.72,1.25,2.46,41,41
23496,PANTRY KITCHEN THERMOMETER,Retail Product,1.56,1.25,2.46,31,31
23497,CLASSIC CHROME BICYCLE BELL,Retail Product,1.62,1.25,3.29,203,202
23498,CLASSIC BICYCLE CLIPS,Retail Product,1.65,1.25,3.29,106,106
23499,SET 12 VINTAGE DOILY CHALK,Retail Product,0.48,0.42,1.0,115,115
23500,KEY RING BASEBALL BOOT ASSORTED,Retail Product,1.38,1.04,2.46,107,107
23501,KEY RING BASEBALL BOOT UNION JACK,Retail Product,1.49,1.04,2.46,116,116
23502,PLAYING CARDS VINTAGE DOILY,Retail Product,1.3,1.04,2.95,95,95
23503,PLAYING CARDS KEEP CALM & CARRY ON,Retail Product,1.28,1.04,2.95,347,345
23504,PLAYING CARDS JUBILEE UNION JACK,Retail Product,1.35,1.04,2.95,221,221
23505,PLAYING CARDS I LOVE LONDON,Retail Product,1.35,1.04,2.95,122,122
23506,MINI PLAYING CARDS SPACEBOY,Retail Product,0.46,0.36,0.83,156,156
23507,MINI PLAYING CARDS BUFFALO BILL,Retail Product,0.47,0.36,0.83,129,129
23508,MINI PLAYING CARDS DOLLY GIRL,Retail Product,0.46,0.36,1.0,133,132
23509,MINI PLAYING CARDS FUN FAIR,Retail Product,0.48,0.36,0.83,68,68
23510,MINI PLAYING CARDS GYMKHANA,Retail Product,0.5,0.36,1.0,126,126
23511,EMBROIDERED RIBBON REEL EMILY,Retail Product,2.32,1.79,4.95,102,101
23512,EMBROIDERED RIBBON REEL ROSIE,Retail Product,2.31,1.79,4.13,58,58
23513,EMBROIDERED RIBBON REEL SUSIE,Retail Product,2.3,1.79,4.13,71,70
23514,EMBROIDERED RIBBON REEL SALLY,Retail Product,2.35,1.79,4.13,75,74
23515,EMBROIDERED RIBBON REEL DAISY,Retail Product,2.39,1.79,4.95,72,72
23516,EMBROIDERED RIBBON REEL SOPHIE,Retail Product,3.85,3.29,6.95,45,45
23517,EMBROIDERED RIBBON REEL REBECCA,Retail Product,3.45,2.49,6.95,63,63
23518,EMBROIDERED RIBBON REEL RACHEL,Retail Product,3.09,2.49,6.95,46,45
23519,EMBROIDERED RIBBON REEL CLAIRE,Retail Product,4.48,3.29,7.46,24,24
23520,EMBROIDERED RIBBON REEL RUBY,Retail Product,3.96,3.29,7.46,33,33
23521,WALL ART CAT AND BIRD,Retail Product,4.2,1.12,5.79,44,44
23522,WALL ART DOG AND BALL,Retail Product,3.68,1.25,5.79,32,32
23523,WALL ART TREASURE AHOY,Retail Product,3.93,2.66,7.46,42,41
23524,WALL ART HORSE & PONY,Retail Product,4.32,2.66,7.46,64,63
23525,WALL ART BUFFALO BILL,Retail Product,4.15,2.65,7.46,55,54
23526,WALL ART DOG LICENCE,Retail Product,8.22,3.88,14.95,146,144
23527,WALL ART ANIMALS AND NATURE,Retail Product,3.98,2.66,7.46,51,49
23528,WALL ART SPACEBOY,Retail Product,4.78,2.66,7.46,50,50
